power_demand_MWh,is_weekend,hour_sin,hour_cos,resident_pop,working_pop,visitor_pop,total_visitors,renewable_energy_mwh,TA_mean,HM_mean,HM_max,tropical_night,CDD,power_1h,power_24h,power_48h,power_168h
829.099,0,-0.7071067811865477,0.7071067811865474,231661.0,21963.0,97243.0,29552.0,102.74000000000001,27.075,94.5,100.0,1,1.0749999999999993,875.727,761.308,840.88,879.373
773.627,0,-0.5000000000000004,0.8660254037844384,231661.0,21963.0,97243.0,29552.0,85.24,26.925,94.75,100.0,1,0.9250000000000008,829.099,717.392,782.987,812.711
729.3,0,-0.25881904510252157,0.9659258262890681,231661.0,21963.0,97243.0,29552.0,72.5,26.925,95.0,100.0,1,0.9250000000000008,773.627,680.418,739.846,755.459
666.756,0,0.0,1.0,200822.0,18068.0,114582.0,28749.0,62.72,26.875,95.0,100.0,1,0.875,729.3,630.811,675.938,686.821
617.521,0,0.25881904510252074,0.9659258262890683,200822.0,18068.0,114582.0,28749.0,60.28,26.7,95.75,100.0,1,0.6999999999999993,666.756,592.656,634.03,639.355
587.911,0,0.49999999999999994,0.8660254037844387,200822.0,18068.0,114582.0,28749.0,42.4,26.6,95.75,100.0,1,0.6000000000000014,617.521,569.999,611.874,607.421
569.359,0,0.7071067811865475,0.7071067811865476,200822.0,18068.0,114582.0,28749.0,32.34,26.475,95.75,100.0,1,0.4750000000000014,587.911,555.225,592.214,586.982
561.881,0,0.8660254037844386,0.5000000000000001,200822.0,18068.0,114582.0,28749.0,24.55,26.325,96.0,100.0,1,0.3249999999999993,569.359,548.746,580.684,577.382
571.767,0,0.9659258262890683,0.25881904510252074,200822.0,18068.0,114582.0,28749.0,22.3,26.225,96.0,100.0,1,0.2250000000000014,561.881,560.425,593.198,590.322
601.797,0,1.0,6.123233995736766e-17,200822.0,18068.0,114582.0,28749.0,19.29,26.225,95.75,100.0,1,0.2250000000000014,571.767,583.447,607.555,617.93
660.151,0,0.9659258262890683,-0.25881904510252063,200822.0,18068.0,114582.0,28749.0,36.21,26.3,96.25,100.0,1,0.3000000000000007,601.797,642.669,661.877,674.799
745.585,0,0.8660254037844387,-0.4999999999999998,200822.0,18068.0,114582.0,28749.0,83.71000000000001,27.5,93.0,100.0,1,1.5,660.151,746.9,729.73,765.116
817.279,0,0.7071067811865476,-0.7071067811865475,200822.0,18068.0,114582.0,28749.0,136.14000000000001,28.55,87.25,94.0,1,2.5500000000000007,745.585,819.006,790.309,830.936
859.773,0,0.49999999999999994,-0.8660254037844387,200822.0,18068.0,114582.0,28749.0,156.09,28.95,87.0,93.0,1,2.9499999999999997,817.279,858.211,824.181,868.687
877.942,0,0.258819045102521,-0.9659258262890682,200822.0,18068.0,114582.0,28749.0,158.13,28.725,87.5,91.0,1,2.7250000000000014,859.773,869.905,832.675,879.953
880.782,0,1.2246467991473532e-16,-1.0,200822.0,18068.0,114582.0,28749.0,171.77,28.95,85.25,89.0,1,2.9499999999999997,877.942,872.735,822.059,881.418
889.127,0,-0.2588190451025208,-0.9659258262890683,200822.0,18068.0,114582.0,28749.0,199.34,29.25,82.5,88.0,1,3.25,880.782,884.317,814.042,905.388
897.736,0,-0.4999999999999997,-0.8660254037844388,200822.0,18068.0,114582.0,28749.0,166.69,29.85,79.75,87.0,1,3.8500000000000014,889.127,887.501,803.473,914.504
901.16,0,-0.7071067811865471,-0.7071067811865479,200822.0,18068.0,114582.0,28749.0,137.2,29.4,81.25,90.0,1,3.3999999999999986,897.736,891.125,799.152,924.475
915.368,0,-0.8660254037844384,-0.5000000000000004,200822.0,18068.0,114582.0,28749.0,109.34,29.375,80.5,91.0,1,3.375,901.16,899.233,803.711,938.088
926.211,0,-0.9659258262890683,-0.25881904510252063,200822.0,18068.0,114582.0,28749.0,85.14,29.125,82.25,94.0,1,3.125,915.368,893.202,811.085,948.301
913.167,0,-1.0,-1.8369701987210297e-16,200822.0,18068.0,114582.0,28749.0,60.69,28.45,85.5,90.0,1,2.4499999999999997,926.211,885.914,817.667,939.733
926.707,0,-0.9659258262890684,0.2588190451025203,200822.0,18068.0,114582.0,28749.0,59.510000000000005,27.65,88.75,93.0,1,1.6499999999999986,913.167,900.623,831.757,947.877
895.006,0,-0.8660254037844386,0.5000000000000001,200822.0,18068.0,114582.0,28749.0,102.56,27.25,92.0,99.0,1,1.25,926.707,875.727,805.941,920.192
849.122,0,-0.7071067811865477,0.7071067811865474,200822.0,18068.0,114582.0,28749.0,136.49,26.325,95.0,100.0,1,0.3249999999999993,895.006,829.099,761.308,870.909
786.853,0,-0.5000000000000004,0.8660254037844384,200822.0,18068.0,114582.0,28749.0,117.66000000000001,26.225,96.0,100.0,1,0.2250000000000014,849.122,773.627,717.392,811.46
737.022,0,-0.25881904510252157,0.9659258262890681,200822.0,18068.0,114582.0,28749.0,107.18,26.325,95.5,99.0,1,0.3249999999999993,786.853,729.3,680.418,763.492
677.178,1,0.0,1.0,175052.0,10274.0,98731.0,24280.0,110.56,26.35,95.25,100.0,1,0.3500000000000014,737.022,666.756,630.811,700.457
633.921,1,0.25881904510252074,0.9659258262890683,175052.0,10274.0,98731.0,24280.0,109.9,26.375,95.5,99.0,1,0.375,677.178,617.521,592.656,652.097
600.545,1,0.49999999999999994,0.8660254037844387,175052.0,10274.0,98731.0,24280.0,112.55000000000001,26.275,96.0,99.0,1,0.2749999999999986,633.921,587.911,569.999,618.081
583.951,1,0.7071067811865475,0.7071067811865476,175052.0,10274.0,98731.0,24280.0,114.07,26.25,95.75,99.0,1,0.25,600.545,569.359,555.225,597.724
574.005,1,0.8660254037844386,0.5000000000000001,175052.0,10274.0,98731.0,24280.0,95.72,26.45,94.25,99.0,1,0.4499999999999993,583.951,561.881,548.746,588.723
581.148,1,0.9659258262890683,0.25881904510252074,175052.0,10274.0,98731.0,24280.0,97.15,26.3,95.0,100.0,1,0.3000000000000007,574.005,571.767,560.425,594.889
598.652,1,1.0,6.123233995736766e-17,175052.0,10274.0,98731.0,24280.0,89.11999999999999,26.375,94.5,99.0,1,0.375,581.148,601.797,583.447,617.005
636.549,1,0.9659258262890683,-0.25881904510252063,175052.0,10274.0,98731.0,24280.0,98.4,26.475,94.75,99.0,1,0.4750000000000014,598.652,660.151,642.669,658.236
699.39,1,0.8660254037844387,-0.4999999999999998,175052.0,10274.0,98731.0,24280.0,104.23,27.175,91.25,99.0,1,1.1750000000000007,636.549,745.585,746.9,717.392
760.454,1,0.7071067811865476,-0.7071067811865475,175052.0,10274.0,98731.0,24280.0,121.22,27.725,89.5,98.0,1,1.7250000000000014,699.39,817.279,819.006,786.219
797.664,1,0.49999999999999994,-0.8660254037844387,175052.0,10274.0,98731.0,24280.0,168.48000000000002,28.3,87.5,97.0,1,2.3000000000000007,760.454,859.773,858.211,833.831
805.602,1,0.258819045102521,-0.9659258262890682,175052.0,10274.0,98731.0,24280.0,206.75,29.2,84.5,92.0,1,3.1999999999999997,797.664,877.942,869.905,855.475
816.028,1,1.2246467991473532e-16,-1.0,175052.0,10274.0,98731.0,24280.0,199.27999999999997,29.225,84.25,91.0,1,3.2250000000000014,805.602,880.782,872.735,877.475
811.277,1,-0.2588190451025208,-0.9659258262890683,175052.0,10274.0,98731.0,24280.0,218.07999999999998,29.25,83.75,92.0,1,3.25,816.028,889.127,884.317,884.486
815.67,1,-0.4999999999999997,-0.8660254037844388,175052.0,10274.0,98731.0,24280.0,209.45,29.55,82.5,89.0,1,3.5500000000000007,811.277,897.736,887.501,853.343
843.382,1,-0.7071067811865471,-0.7071067811865479,175052.0,10274.0,98731.0,24280.0,123.10000000000001,29.175,84.0,91.0,1,3.1750000000000007,815.67,901.16,891.125,842.654
852.51,1,-0.8660254037844384,-0.5000000000000004,175052.0,10274.0,98731.0,24280.0,70.65,29.175,83.5,91.0,1,3.1750000000000007,843.382,915.368,899.233,844.624
862.876,1,-0.9659258262890683,-0.25881904510252063,175052.0,10274.0,98731.0,24280.0,36.67,28.6,86.0,94.0,1,2.6000000000000014,852.51,926.211,893.202,845.834
875.368,1,-1.0,-1.8369701987210297e-16,175052.0,10274.0,98731.0,24280.0,17.52,28.275,88.0,96.0,1,2.2749999999999986,862.876,913.167,885.914,845.216
890.508,1,-0.9659258262890684,0.2588190451025203,175052.0,10274.0,98731.0,24280.0,21.26,27.825,90.0,97.0,1,1.8249999999999995,875.368,926.707,900.623,863.768
867.575,1,-0.8660254037844386,0.5000000000000001,175052.0,10274.0,98731.0,24280.0,11.76,27.625,90.5,97.0,1,1.625,890.508,895.006,875.727,845.899
819.827,1,-0.7071067811865477,0.7071067811865474,175052.0,10274.0,98731.0,24280.0,4.84,27.4,90.75,99.0,1,1.3999999999999986,867.575,849.122,829.099,805.167
765.115,1,-0.5000000000000004,0.8660254037844384,175052.0,10274.0,98731.0,24280.0,1.69,27.15,91.0,99.0,1,1.1499999999999986,819.827,786.853,773.627,756.346
721.235,1,-0.25881904510252157,0.9659258262890681,175052.0,10274.0,98731.0,24280.0,0.26,26.8,91.75,100.0,1,0.8000000000000007,765.115,737.022,729.3,718.913
665.006,1,0.0,1.0,253019.0,17563.0,151653.0,22825.0,0.35000000000000003,26.425,91.75,100.0,0,0.4250000000000007,721.235,677.178,666.756,663.967
620.485,1,0.25881904510252074,0.9659258262890683,253019.0,17563.0,151653.0,22825.0,0.01,26.125,91.75,98.0,0,0.125,665.006,633.921,617.521,624.605
590.482,1,0.49999999999999994,0.8660254037844387,253019.0,17563.0,151653.0,22825.0,0.01,25.975,92.25,97.0,0,0.0,620.485,600.545,587.911,595.065
570.89,1,0.7071067811865475,0.7071067811865476,253019.0,17563.0,151653.0,22825.0,0.0,25.725,94.0,97.0,0,0.0,590.482,583.951,569.359,573.859
563.454,1,0.8660254037844386,0.5000000000000001,253019.0,17563.0,151653.0,22825.0,0.0,25.675,92.5,95.0,0,0.0,570.89,574.005,561.881,564.766
570.68,1,0.9659258262890683,0.25881904510252074,253019.0,17563.0,151653.0,22825.0,0.0,25.8,89.25,91.0,0,0.0,563.454,581.148,571.767,571.955
586.787,1,1.0,6.123233995736766e-17,253019.0,17563.0,151653.0,22825.0,4.6,25.625,87.25,92.0,0,0.0,570.68,598.652,601.797,584.057
612.762,1,0.9659258262890683,-0.25881904510252063,253019.0,17563.0,151653.0,22825.0,41.48,25.975,87.75,94.0,0,0.0,586.787,636.549,660.151,610.397
652.704,1,0.8660254037844387,-0.4999999999999998,253019.0,17563.0,151653.0,22825.0,91.27000000000001,28.1,86.0,91.0,0,2.1000000000000014,612.762,699.39,745.585,651.644
695.735,1,0.7071067811865476,-0.7071067811865475,253019.0,17563.0,151653.0,22825.0,134.91,29.15,79.75,82.0,0,3.1499999999999986,652.704,760.454,817.279,698.221
735.778,1,0.49999999999999994,-0.8660254037844387,253019.0,17563.0,151653.0,22825.0,160.25,29.45,80.25,84.0,0,3.4499999999999997,695.735,797.664,859.773,744.006
759.253,1,0.258819045102521,-0.9659258262890682,253019.0,17563.0,151653.0,22825.0,172.79,29.85,79.25,87.0,0,3.8500000000000014,735.778,805.602,877.942,775.719
778.665,1,1.2246467991473532e-16,-1.0,253019.0,17563.0,151653.0,22825.0,170.99,29.45,84.25,89.0,0,3.4499999999999997,759.253,816.028,880.782,807.332
788.716,1,-0.2588190451025208,-0.9659258262890683,253019.0,17563.0,151653.0,22825.0,165.83,29.525,84.25,92.0,0,3.5249999999999986,778.665,811.277,889.127,806.156
799.56,1,-0.4999999999999997,-0.8660254037844388,253019.0,17563.0,151653.0,22825.0,142.91,29.175,84.5,93.0,0,3.1750000000000007,788.716,815.67,897.736,784.453
810.756,1,-0.7071067811865471,-0.7071067811865479,253019.0,17563.0,151653.0,22825.0,99.53,29.2,84.5,92.0,0,3.1999999999999997,799.56,843.382,901.16,793.311
825.744,1,-0.8660254037844384,-0.5000000000000004,253019.0,17563.0,151653.0,22825.0,72.39,29.125,83.75,93.0,0,3.125,810.756,852.51,915.368,818.68
856.141,1,-0.9659258262890683,-0.25881904510252063,253019.0,17563.0,151653.0,22825.0,36.839999999999996,28.825,86.25,96.0,0,2.8249999999999997,825.744,862.876,926.211,845.594
871.48,1,-1.0,-1.8369701987210297e-16,253019.0,17563.0,151653.0,22825.0,13.2,28.225,87.5,96.0,0,2.2250000000000014,856.141,875.368,913.167,867.463
889.754,1,-0.9659258262890684,0.2588190451025203,253019.0,17563.0,151653.0,22825.0,12.5,27.475,92.25,99.0,0,1.4750000000000014,871.48,890.508,926.707,886.762
866.867,1,-0.8660254037844386,0.5000000000000001,253019.0,17563.0,151653.0,22825.0,10.19,27.325,91.5,97.0,0,1.3249999999999993,889.754,867.575,895.006,873.037
814.777,1,-0.7071067811865477,0.7071067811865474,253019.0,17563.0,151653.0,22825.0,7.0,26.8,93.5,98.0,0,0.8000000000000007,866.867,819.827,849.122,827.074
751.39,1,-0.5000000000000004,0.8660254037844384,253019.0,17563.0,151653.0,22825.0,6.25,26.6,94.5,98.0,0,0.6000000000000014,814.777,765.115,786.853,768.251
702.372,1,-0.25881904510252157,0.9659258262890681,253019.0,17563.0,151653.0,22825.0,13.36,26.3,91.0,97.0,0,0.3000000000000007,751.39,721.235,737.022,719.596
643.107,0,0.0,1.0,142432.0,10107.0,66115.0,21133.0,14.81,26.4,88.0,99.0,1,0.3999999999999986,702.372,665.006,677.178,659.994
602.159,0,0.25881904510252074,0.9659258262890683,142432.0,10107.0,66115.0,21133.0,5.04,26.225,84.25,93.0,1,0.2250000000000014,643.107,620.485,633.921,616.972
573.768,0,0.49999999999999994,0.8660254037844387,142432.0,10107.0,66115.0,21133.0,5.31,26.2,80.0,90.0,1,0.1999999999999993,602.159,590.482,600.545,585.032
558.125,0,0.7071067811865475,0.7071067811865476,142432.0,10107.0,66115.0,21133.0,5.3,26.35,77.5,81.0,1,0.3500000000000014,573.768,570.89,583.951,567.101
553.262,0,0.8660254037844386,0.5000000000000001,142432.0,10107.0,66115.0,21133.0,4.37,26.4,79.25,87.0,1,0.3999999999999986,558.125,563.454,574.005,562.741
567.078,0,0.9659258262890683,0.25881904510252074,142432.0,10107.0,66115.0,21133.0,7.529999999999999,26.05,84.0,89.0,1,0.0500000000000007,553.262,570.68,581.148,573.997
597.651,0,1.0,6.123233995736766e-17,142432.0,10107.0,66115.0,21133.0,15.639999999999999,26.200000000000003,87.25,91.0,1,0.2000000000000028,567.078,586.787,598.652,599.942
661.479,0,0.9659258262890683,-0.25881904510252063,142432.0,10107.0,66115.0,21133.0,45.66,26.95,84.75,90.0,1,0.9499999999999992,597.651,612.762,636.549,658.873
753.19,0,0.8660254037844387,-0.4999999999999998,142432.0,10107.0,66115.0,21133.0,87.71000000000001,27.675,86.25,90.0,1,1.6750000000000007,661.479,652.704,699.39,754.184
822.964,0,0.7071067811865476,-0.7071067811865475,142432.0,10107.0,66115.0,21133.0,139.8,28.9,82.75,87.0,1,2.8999999999999986,753.19,695.735,760.454,822.641
859.16,0,0.49999999999999994,-0.8660254037844387,142432.0,10107.0,66115.0,21133.0,168.20999999999998,29.625,76.0,79.0,1,3.625,822.964,735.778,797.664,856.456
873.827,0,0.258819045102521,-0.9659258262890682,142432.0,10107.0,66115.0,21133.0,184.51999999999998,29.05,80.0,85.0,1,3.0500000000000007,859.16,759.253,805.602,872.87
878.751,0,1.2246467991473532e-16,-1.0,142432.0,10107.0,66115.0,21133.0,170.70000000000002,29.925,78.5,82.0,1,3.9250000000000007,873.827,778.665,816.028,889.409
892.732,0,-0.2588190451025208,-0.9659258262890683,142432.0,10107.0,66115.0,21133.0,176.82,29.275,80.25,87.0,1,3.2749999999999986,878.751,788.716,811.277,916.953
892.115,0,-0.4999999999999997,-0.8660254037844388,142432.0,10107.0,66115.0,21133.0,166.32999999999998,29.825,77.5,85.0,1,3.8249999999999993,892.732,799.56,815.67,920.94
892.254,0,-0.7071067811865471,-0.7071067811865479,142432.0,10107.0,66115.0,21133.0,144.35999999999999,29.825,76.75,83.0,1,3.8249999999999993,892.115,810.756,843.382,926.305
897.207,0,-0.8660254037844384,-0.5000000000000004,142432.0,10107.0,66115.0,21133.0,120.53,29.6,77.25,80.0,1,3.6000000000000014,892.254,825.744,852.51,940.715
902.447,0,-0.9659258262890683,-0.25881904510252063,142432.0,10107.0,66115.0,21133.0,81.69,28.425,82.0,88.0,1,2.4250000000000007,897.207,856.141,862.876,963.211
888.75,0,-1.0,-1.8369701987210297e-16,142432.0,10107.0,66115.0,21133.0,93.81,28.4,81.25,85.0,1,2.3999999999999986,902.447,871.48,875.368,953.342
892.698,0,-0.9659258262890684,0.2588190451025203,142432.0,10107.0,66115.0,21133.0,110.21000000000001,27.4,85.75,90.0,1,1.3999999999999986,888.75,889.754,890.508,960.871
857.315,0,-0.8660254037844386,0.5000000000000001,142432.0,10107.0,66115.0,21133.0,107.51,27.15,86.25,93.0,1,1.1499999999999986,892.698,866.867,867.575,934.876
804.775,0,-0.7071067811865477,0.7071067811865474,142432.0,10107.0,66115.0,21133.0,89.02000000000001,26.8,88.5,94.0,1,0.8000000000000007,857.315,814.777,819.827,881.96
748.217,0,-0.5000000000000004,0.8660254037844384,142432.0,10107.0,66115.0,21133.0,80.05999999999999,26.775,88.25,94.0,1,0.7749999999999986,804.775,751.39,765.115,813.765
705.245,0,-0.25881904510252157,0.9659258262890681,142432.0,10107.0,66115.0,21133.0,77.0,26.475,89.75,94.0,1,0.4750000000000014,748.217,702.372,721.235,760.117
616.031,0,0.0,1.0,166581.0,14742.0,87631.0,38320.0,1.07,23.175,92.0,100.0,0,0.0,663.79,611.651,608.534,596.269
580.976,0,0.25881904510252074,0.9659258262890683,166581.0,14742.0,87631.0,38320.0,0.64,23.0,91.75,100.0,0,0.0,616.031,576.712,574.092,564.203
555.443,0,0.49999999999999994,0.8660254037844387,166581.0,14742.0,87631.0,38320.0,0.75,22.975,92.25,100.0,0,0.0,580.976,553.538,551.496,540.043
541.827,0,0.7071067811865475,0.7071067811865476,166581.0,14742.0,87631.0,38320.0,0.43000000000000005,23.175,92.5,100.0,0,0.0,555.443,538.557,539.297,527.767
539.563,0,0.8660254037844386,0.5000000000000001,166581.0,14742.0,87631.0,38320.0,0.36,23.125,92.75,100.0,0,0.0,541.827,536.655,533.449,525.56
549.062,0,0.9659258262890683,0.25881904510252074,166581.0,14742.0,87631.0,38320.0,2.49,22.675,94.0,100.0,0,0.0,539.563,546.623,545.712,534.102
574.567,0,1.0,6.123233995736766e-17,166581.0,14742.0,87631.0,38320.0,20.14,22.95,94.75,100.0,0,0.0,549.062,567.162,568.284,552.224
608.173,0,0.9659258262890683,-0.25881904510252063,166581.0,14742.0,87631.0,38320.0,48.85,23.625,93.25,98.0,0,0.0,574.567,593.723,594.453,576.867
649.373,0,0.8660254037844387,-0.4999999999999998,166581.0,14742.0,87631.0,38320.0,87.06,24.725,89.5,94.0,0,0.0,608.173,654.878,635.689,621.553
693.844,0,0.7071067811865476,-0.7071067811865475,166581.0,14742.0,87631.0,38320.0,103.39,25.35,85.75,99.0,0,0.0,649.373,706.6,667.66,651.466
683.903,0,0.49999999999999994,-0.8660254037844387,166581.0,14742.0,87631.0,38320.0,138.86,25.425,84.5,92.0,0,0.0,693.844,677.32,675.081,657.993
689.888,0,0.258819045102521,-0.9659258262890682,166581.0,14742.0,87631.0,38320.0,151.10999999999999,26.25,81.25,92.0,0,0.25,683.903,684.478,673.4,680.476
691.48,0,1.2246467991473532e-16,-1.0,166581.0,14742.0,87631.0,38320.0,148.99,26.625,79.75,89.0,0,0.625,689.888,704.703,691.52,679.966
714.982,0,-0.2588190451025208,-0.9659258262890683,166581.0,14742.0,87631.0,38320.0,143.66,26.975,78.25,87.0,0,0.9750000000000014,691.48,705.224,728.639,709.709
721.348,0,-0.4999999999999997,-0.8660254037844388,166581.0,14742.0,87631.0,38320.0,142.49,26.625,80.75,88.0,0,0.625,714.982,716.218,712.13,706.876
727.732,0,-0.7071067811865471,-0.7071067811865479,166581.0,14742.0,87631.0,38320.0,134.33,26.825,82.0,92.0,0,0.8249999999999993,721.348,712.057,718.082,733.134
752.55,0,-0.8660254037844384,-0.5000000000000004,166581.0,14742.0,87631.0,38320.0,103.68,26.775,81.0,94.0,0,0.7749999999999986,727.732,740.536,732.326,752.568
783.191,0,-0.9659258262890683,-0.25881904510252063,166581.0,14742.0,87631.0,38320.0,67.28999999999999,26.2,84.75,94.0,0,0.1999999999999993,752.55,762.867,760.661,754.389
801.352,0,-1.0,-1.8369701987210297e-16,166581.0,14742.0,87631.0,38320.0,30.349999999999998,25.85,86.5,94.0,0,0.0,783.191,780.301,771.461,757.891
813.828,0,-0.9659258262890684,0.2588190451025203,166581.0,14742.0,87631.0,38320.0,13.120000000000001,24.9,91.0,100.0,0,0.0,801.352,792.091,785.721,769.477
807.726,0,-0.8660254037844386,0.5000000000000001,166581.0,14742.0,87631.0,38320.0,8.26,24.7,90.5,100.0,0,0.0,813.828,787.679,784.738,766.275
772.13,0,-0.7071067811865477,0.7071067811865474,166581.0,14742.0,87631.0,38320.0,5.52,24.325,89.75,100.0,0,0.0,807.726,751.46,749.142,731.149
720.832,0,-0.5000000000000004,0.8660254037844384,166581.0,14742.0,87631.0,38320.0,1.71,24.2,87.75,100.0,0,0.0,772.13,698.605,696.977,683.201
680.785,0,-0.25881904510252157,0.9659258262890681,166581.0,14742.0,87631.0,38320.0,0.29,24.275,87.0,100.0,0,0.0,720.832,663.79,661.88,652.61
627.92,0,0.0,1.0,229263.0,29727.0,116431.0,36821.0,2.12,23.75,89.5,100.0,0,0.0,680.785,616.031,611.651,603.428
589.593,0,0.25881904510252074,0.9659258262890683,229263.0,29727.0,116431.0,36821.0,4.51,23.775,91.0,100.0,0,0.0,627.92,580.976,576.712,568.227
563.563,0,0.49999999999999994,0.8660254037844387,229263.0,29727.0,116431.0,36821.0,10.120000000000001,23.125,93.75,100.0,0,0.0,589.593,555.443,553.538,544.489
550.18,0,0.7071067811865475,0.7071067811865476,229263.0,29727.0,116431.0,36821.0,7.890000000000001,23.075,93.75,100.0,0,0.0,563.563,541.827,538.557,531.601
547.403,0,0.8660254037844386,0.5000000000000001,229263.0,29727.0,116431.0,36821.0,6.25,23.125,94.5,100.0,0,0.0,550.18,539.563,536.655,531.49
557.996,0,0.9659258262890683,0.25881904510252074,229263.0,29727.0,116431.0,36821.0,5.99,23.6,93.75,100.0,0,0.0,547.403,549.062,546.623,539.188
585.456,0,1.0,6.123233995736766e-17,229263.0,29727.0,116431.0,36821.0,12.32,23.725,94.25,100.0,0,0.0,557.996,574.567,567.162,559.589
633.098,0,0.9659258262890683,-0.25881904510252063,229263.0,29727.0,116431.0,36821.0,24.36,24.025,93.0,100.0,0,0.0,585.456,608.173,593.723,582.61
687.454,0,0.8660254037844387,-0.4999999999999998,229263.0,29727.0,116431.0,36821.0,46.209999999999994,24.5,90.5,99.0,0,0.0,633.098,649.373,654.878,630.325
741.953,0,0.7071067811865476,-0.7071067811865475,229263.0,29727.0,116431.0,36821.0,57.38,24.675,90.0,95.0,0,0.0,687.454,693.844,706.6,655.438
771.417,0,0.49999999999999994,-0.8660254037844387,229263.0,29727.0,116431.0,36821.0,54.39,24.95,90.25,98.0,0,0.0,741.953,683.903,677.32,663.826
780.62,0,0.258819045102521,-0.9659258262890682,229263.0,29727.0,116431.0,36821.0,44.97,25.375,86.75,93.0,0,0.0,771.417,689.888,684.478,661.687
774.045,0,1.2246467991473532e-16,-1.0,229263.0,29727.0,116431.0,36821.0,42.61,25.2,88.75,95.0,0,0.0,780.62,691.48,704.703,667.91
779.983,0,-0.2588190451025208,-0.9659258262890683,229263.0,29727.0,116431.0,36821.0,58.72,24.9,91.5,100.0,0,0.0,774.045,714.982,705.224,681.167
778.526,0,-0.4999999999999997,-0.8660254037844388,229263.0,29727.0,116431.0,36821.0,49.45,24.9,92.5,98.0,0,0.0,779.983,721.348,716.218,691.658
751.586,0,-0.7071067811865471,-0.7071067811865479,229263.0,29727.0,116431.0,36821.0,63.71,25.525,88.75,94.0,0,0.0,778.526,727.732,712.057,703.188
772.696,0,-0.8660254037844384,-0.5000000000000004,229263.0,29727.0,116431.0,36821.0,48.85,25.35,89.75,98.0,0,0.0,751.586,752.55,740.536,725.535
790.966,0,-0.9659258262890683,-0.25881904510252063,229263.0,29727.0,116431.0,36821.0,28.16,24.8,92.75,98.0,0,0.0,772.696,783.191,762.867,759.024
783.325,0,-1.0,-1.8369701987210297e-16,229263.0,29727.0,116431.0,36821.0,28.0,24.875,92.75,100.0,0,0.0,790.966,801.352,780.301,759.675
794.815,0,-0.9659258262890684,0.2588190451025203,229263.0,29727.0,116431.0,36821.0,32.019999999999996,24.35,95.75,100.0,0,0.0,783.325,813.828,792.091,769.206
790.073,0,-0.8660254037844386,0.5000000000000001,229263.0,29727.0,116431.0,36821.0,37.57,24.05,96.25,99.0,0,0.0,794.815,807.726,787.679,763.441
758.789,0,-0.7071067811865477,0.7071067811865474,229263.0,29727.0,116431.0,36821.0,38.95,24.025,96.25,100.0,0,0.0,790.073,772.13,751.46,729.867
713.412,0,-0.5000000000000004,0.8660254037844384,229263.0,29727.0,116431.0,36821.0,21.8,24.05,96.0,100.0,0,0.0,758.789,720.832,698.605,682.768
681.597,0,-0.25881904510252157,0.9659258262890681,229263.0,29727.0,116431.0,36821.0,24.96,24.225,95.75,100.0,0,0.0,713.412,680.785,663.79,656.466
632.947,1,0.0,1.0,159569.0,13935.0,114543.0,33047.0,37.559999999999995,24.15,95.75,100.0,0,0.0,681.597,627.92,616.031,611.283
592.973,1,0.25881904510252074,0.9659258262890683,159569.0,13935.0,114543.0,33047.0,37.24,24.275,94.5,100.0,0,0.0,632.947,589.593,580.976,575.663
567.709,1,0.49999999999999994,0.8660254037844387,159569.0,13935.0,114543.0,33047.0,53.72,24.25,94.5,100.0,0,0.0,592.973,563.563,555.443,550.392
553.245,1,0.7071067811865475,0.7071067811865476,159569.0,13935.0,114543.0,33047.0,56.12,24.325,94.5,100.0,0,0.0,567.709,550.18,541.827,533.35
548.669,1,0.8660254037844386,0.5000000000000001,159569.0,13935.0,114543.0,33047.0,60.67,24.15,95.5,100.0,0,0.0,553.245,547.403,539.563,528.426
555.333,1,0.9659258262890683,0.25881904510252074,159569.0,13935.0,114543.0,33047.0,64.54,24.025,95.75,100.0,0,0.0,548.669,557.996,549.062,535.886
579.125,1,1.0,6.123233995736766e-17,159569.0,13935.0,114543.0,33047.0,66.57000000000001,23.6,98.25,100.0,0,0.0,555.333,585.456,574.567,556.914
613.021,1,0.9659258262890683,-0.25881904510252063,159569.0,13935.0,114543.0,33047.0,69.55,23.65,98.25,100.0,0,0.0,579.125,633.098,608.173,581.275
667.439,1,0.8660254037844387,-0.4999999999999998,159569.0,13935.0,114543.0,33047.0,80.50999999999999,23.65,98.25,100.0,0,0.0,613.021,687.454,649.373,614.415
724.191,1,0.7071067811865476,-0.7071067811865475,159569.0,13935.0,114543.0,33047.0,63.75,23.725,98.5,100.0,0,0.0,667.439,741.953,693.844,642.152
754.99,1,0.49999999999999994,-0.8660254037844387,159569.0,13935.0,114543.0,33047.0,88.66000000000001,24.5,98.25,100.0,0,0.0,724.191,771.417,683.903,655.914
750.588,1,0.258819045102521,-0.9659258262890682,159569.0,13935.0,114543.0,33047.0,135.92000000000002,24.925,98.5,100.0,0,0.0,754.99,780.62,689.888,619.596
748.368,1,1.2246467991473532e-16,-1.0,159569.0,13935.0,114543.0,33047.0,183.26,26.45,92.5,100.0,0,0.4499999999999993,750.588,774.045,691.48,588.422
760.518,1,-0.2588190451025208,-0.9659258262890683,159569.0,13935.0,114543.0,33047.0,208.32,26.925,90.75,100.0,0,0.9250000000000008,748.368,779.983,714.982,620.945
