power_demand_MWh,is_weekend,hour_sin,hour_cos,resident_pop,working_pop,visitor_pop,total_visitors,renewable_energy_mwh,TA_mean,HM_mean,HM_max,tropical_night,CDD,power_1h,power_24h,power_48h,power_168h
850.931,1,-0.7071067811865471,-0.7071067811865479,221159.0,16089.0,117822.0,36208.0,0.0,28.425,83.25,93.0,1,2.4250000000000007,844.943,830.678,882.279,843.955
854.281,1,-0.8660254037844384,-0.5000000000000004,221159.0,16089.0,117822.0,36208.0,0.0,28.3,84.0,93.0,1,2.3000000000000007,850.931,832.827,882.405,864.329
878.482,1,-0.9659258262890683,-0.25881904510252063,221159.0,16089.0,117822.0,36208.0,0.0,28.05,85.25,94.0,1,2.0500000000000007,854.281,860.853,894.906,901.602
896.173,1,-1.0,-1.8369701987210297e-16,221159.0,16089.0,117822.0,36208.0,0.0,27.775,86.5,95.0,1,1.7749999999999986,878.482,884.885,900.204,913.965
909.681,1,-0.9659258262890684,0.2588190451025203,221159.0,16089.0,117822.0,36208.0,0.0,27.45,88.75,97.0,1,1.4499999999999993,896.173,893.475,911.723,918.238
899.902,1,-0.8660254037844386,0.5000000000000001,221159.0,16089.0,117822.0,36208.0,0.0,27.1,90.5,97.0,1,1.1000000000000014,909.681,886.061,904.159,917.189
863.014,1,-0.7071067811865477,0.7071067811865474,221159.0,16089.0,117822.0,36208.0,0.0,26.875,91.75,98.0,1,0.875,899.902,848.37,865.715,883.183
813.887,1,-0.5000000000000004,0.8660254037844384,221159.0,16089.0,117822.0,36208.0,0.0,26.85,92.75,98.0,1,0.8500000000000014,863.014,810.41,818.866,834.965
760.278,1,-0.25881904510252157,0.9659258262890681,221159.0,16089.0,117822.0,36208.0,0.0,26.85,93.0,98.0,1,0.8500000000000014,813.887,770.02,778.359,780.705
703.302,0,0.0,1.0,234843.0,24034.0,65292.0,36750.0,0.0,26.8,92.25,98.0,0,0.8000000000000007,760.278,713.637,715.916,721.576
664.645,0,0.25881904510252074,0.9659258262890683,234843.0,24034.0,65292.0,36750.0,0.0,26.6,93.75,98.0,0,0.6000000000000014,703.302,667.743,671.39,674.378
632.528,0,0.49999999999999994,0.8660254037844387,234843.0,24034.0,65292.0,36750.0,0.0,26.8,92.5,98.0,0,0.8000000000000007,664.645,638.406,642.019,639.029
612.385,0,0.7071067811865475,0.7071067811865476,234843.0,24034.0,65292.0,36750.0,0.0,26.75,91.75,97.0,0,0.75,632.528,619.432,615.795,620.412
607.099,0,0.8660254037844386,0.5000000000000001,234843.0,24034.0,65292.0,36750.0,0.0,26.475,92.5,99.0,0,0.4750000000000014,612.385,611.861,607.638,616.641
615.939,0,0.9659258262890683,0.25881904510252074,234843.0,24034.0,65292.0,36750.0,0.0,26.475,93.25,99.0,0,0.4750000000000014,607.099,617.264,613.525,626.654
657.851,0,1.0,6.123233995736766e-17,234843.0,24034.0,65292.0,36750.0,0.0,26.5,93.5,99.0,0,0.5,615.939,635.557,627.286,670.59
719.485,0,0.9659258262890683,-0.25881904510252063,234843.0,24034.0,65292.0,36750.0,0.0,26.175,91.75,98.0,0,0.1750000000000007,657.851,671.541,662.599,750.671
807.548,0,0.8660254037844387,-0.4999999999999998,234843.0,24034.0,65292.0,36750.0,0.0,25.9,92.5,97.0,0,0.0,719.485,712.081,724.574,829.061
880.362,0,0.7071067811865476,-0.7071067811865475,234843.0,24034.0,65292.0,36750.0,0.0,26.525,89.5,97.0,0,0.5249999999999986,807.548,776.243,773.033,890.88
894.119,0,0.49999999999999994,-0.8660254037844387,234843.0,24034.0,65292.0,36750.0,0.0,27.025,88.0,92.0,0,1.0249999999999986,880.362,814.159,800.615,954.123
903.045,0,0.258819045102521,-0.9659258262890682,234843.0,24034.0,65292.0,36750.0,0.0,27.3,87.0,94.0,0,1.3000000000000007,894.119,825.189,820.516,969.365
916.882,0,1.2246467991473532e-16,-1.0,234843.0,24034.0,65292.0,36750.0,0.0,27.7,85.0,93.0,0,1.6999999999999993,903.045,815.641,824.68,954.729
936.687,0,-0.2588190451025208,-0.9659258262890683,234843.0,24034.0,65292.0,36750.0,0.0,26.725,88.5,96.0,0,0.7250000000000014,916.882,830.766,834.672,945.528
929.663,0,-0.4999999999999997,-0.8660254037844388,234843.0,24034.0,65292.0,36750.0,0.0,26.125,90.25,98.0,0,0.125,936.687,844.943,845.245,952.501
904.689,0,-0.7071067811865471,-0.7071067811865479,234843.0,24034.0,65292.0,36750.0,0.0,25.825,91.0,99.0,0,0.0,929.663,850.931,830.678,943.222
899.298,0,-0.8660254037844384,-0.5000000000000004,234843.0,24034.0,65292.0,36750.0,0.0,25.875,91.0,94.0,0,0.0,904.689,854.281,832.827,951.063
902.944,0,-0.9659258262890683,-0.25881904510252063,234843.0,24034.0,65292.0,36750.0,0.0,26.25,87.75,91.0,0,0.25,899.298,878.482,860.853,960.276
907.536,0,-1.0,-1.8369701987210297e-16,234843.0,24034.0,65292.0,36750.0,0.0,26.2,89.0,94.0,0,0.1999999999999993,902.944,896.173,884.885,957.165
917.123,0,-0.9659258262890684,0.2588190451025203,234843.0,24034.0,65292.0,36750.0,0.0,25.9,89.5,94.0,0,0.0,907.536,909.681,893.475,957.605
900.581,0,-0.8660254037844386,0.5000000000000001,234843.0,24034.0,65292.0,36750.0,0.0,25.475,90.0,94.0,0,0.0,917.123,899.902,886.061,939.95
852.61,0,-0.7071067811865477,0.7071067811865474,234843.0,24034.0,65292.0,36750.0,0.0,25.325,89.75,94.0,0,0.0,900.581,863.014,848.37,891.166
807.122,0,-0.5000000000000004,0.8660254037844384,234843.0,24034.0,65292.0,36750.0,0.0,25.175,90.0,95.0,0,0.0,852.61,813.887,810.41,836.157
757.349,0,-0.25881904510252157,0.9659258262890681,234843.0,24034.0,65292.0,36750.0,0.0,25.05,90.0,95.0,0,0.0,807.122,760.278,770.02,787.351
697.611,0,0.0,1.0,183711.0,22893.0,111899.0,37551.0,0.0,25.0,88.5,96.0,0,0.0,757.349,703.302,713.637,727.951
651.92,0,0.25881904510252074,0.9659258262890683,183711.0,22893.0,111899.0,37551.0,0.0,24.95,91.25,96.0,0,0.0,697.611,664.645,667.743,677.642
622.37,0,0.49999999999999994,0.8660254037844387,183711.0,22893.0,111899.0,37551.0,0.0,25.0,91.25,96.0,0,0.0,651.92,632.528,638.406,645.964
605.783,0,0.7071067811865475,0.7071067811865476,183711.0,22893.0,111899.0,37551.0,0.0,25.275,91.75,97.0,0,0.0,622.37,612.385,619.432,624.122
600.314,0,0.8660254037844386,0.5000000000000001,183711.0,22893.0,111899.0,37551.0,0.0,25.325,93.25,98.0,0,0.0,605.783,607.099,611.861,609.778
608.142,0,0.9659258262890683,0.25881904510252074,183711.0,22893.0,111899.0,37551.0,0.0,24.95,87.5,95.0,0,0.0,600.314,615.939,617.264,623.651
643.955,0,1.0,6.123233995736766e-17,183711.0,22893.0,111899.0,37551.0,0.0,24.875,89.75,97.0,0,0.0,608.142,657.851,635.557,662.423
705.354,0,0.9659258262890683,-0.25881904510252063,183711.0,22893.0,111899.0,37551.0,0.0,25.125,89.5,96.0,0,0.0,643.955,719.485,671.541,736.139
798.097,0,0.8660254037844387,-0.4999999999999998,183711.0,22893.0,111899.0,37551.0,0.0,25.0,89.75,96.0,0,0.0,705.354,807.548,712.081,820.51
843.38,0,0.7071067811865476,-0.7071067811865475,183711.0,22893.0,111899.0,37551.0,0.0,25.1,90.75,97.0,0,0.0,798.097,880.362,776.243,873.592
849.529,0,0.49999999999999994,-0.8660254037844387,183711.0,22893.0,111899.0,37551.0,0.0,26.225,87.5,97.0,0,0.2250000000000014,843.38,894.119,814.159,901.266
885.468,0,0.258819045102521,-0.9659258262890682,183711.0,22893.0,111899.0,37551.0,0.0,28.0,79.75,85.0,0,2.0,849.529,903.045,825.189,911.629
890.984,0,1.2246467991473532e-16,-1.0,183711.0,22893.0,111899.0,37551.0,0.0,28.1,79.25,87.0,0,2.1000000000000014,885.468,916.882,815.641,925.571
885.582,0,-0.2588190451025208,-0.9659258262890683,183711.0,22893.0,111899.0,37551.0,0.0,27.85,83.5,90.0,0,1.8500000000000012,890.984,936.687,830.766,932.893
909.505,0,-0.4999999999999997,-0.8660254037844388,183711.0,22893.0,111899.0,37551.0,0.0,28.25,82.5,88.0,0,2.25,885.582,929.663,844.943,945.272
888.042,0,-0.7071067811865471,-0.7071067811865479,183711.0,22893.0,111899.0,37551.0,0.0,27.525,86.75,93.0,0,1.5249999999999986,909.505,904.689,850.931,968.054
891.552,0,-0.8660254037844384,-0.5000000000000004,183711.0,22893.0,111899.0,37551.0,0.0,27.65,85.5,93.0,0,1.6499999999999986,888.042,899.298,854.281,957.731
909.162,0,-0.9659258262890683,-0.25881904510252063,183711.0,22893.0,111899.0,37551.0,0.0,27.775,79.25,88.0,0,1.7749999999999986,891.552,902.944,878.482,953.627
923.601,0,-1.0,-1.8369701987210297e-16,183711.0,22893.0,111899.0,37551.0,0.0,27.775,79.0,86.0,0,1.7749999999999986,909.162,907.536,896.173,952.635
931.516,0,-0.9659258262890684,0.2588190451025203,183711.0,22893.0,111899.0,37551.0,0.0,27.45,82.0,89.0,0,1.4499999999999993,923.601,917.123,909.681,950.592
924.198,0,-0.8660254037844386,0.5000000000000001,183711.0,22893.0,111899.0,37551.0,0.0,27.125,85.75,92.0,0,1.125,931.516,900.581,899.902,935.336
879.867,0,-0.7071067811865477,0.7071067811865474,183711.0,22893.0,111899.0,37551.0,0.0,27.075,87.25,94.0,0,1.0749999999999993,924.198,852.61,863.014,884.621
828.513,0,-0.5000000000000004,0.8660254037844384,183711.0,22893.0,111899.0,37551.0,0.0,26.9,88.25,95.0,0,0.8999999999999986,879.867,807.122,813.887,832.995
779.891,0,-0.25881904510252157,0.9659258262890681,183711.0,22893.0,111899.0,37551.0,0.0,26.7,89.25,96.0,0,0.6999999999999993,828.513,757.349,760.278,784.504
719.359,0,0.0,1.0,239105.0,38356.0,83704.0,40872.0,0.0,26.5,91.25,96.0,0,0.5,779.891,697.611,703.302,718.322
668.977,0,0.25881904510252074,0.9659258262890683,239105.0,38356.0,83704.0,40872.0,0.0,26.55,91.25,97.0,0,0.5500000000000007,719.359,651.92,664.645,667.827
638.964,0,0.49999999999999994,0.8660254037844387,239105.0,38356.0,83704.0,40872.0,0.0,26.45,91.25,97.0,0,0.4499999999999993,668.977,622.37,632.528,633.689
616.987,0,0.7071067811865475,0.7071067811865476,239105.0,38356.0,83704.0,40872.0,0.0,26.525,91.5,98.0,0,0.5249999999999986,638.964,605.783,612.385,611.721
610.846,0,0.8660254037844386,0.5000000000000001,239105.0,38356.0,83704.0,40872.0,0.0,26.5,91.5,98.0,0,0.5,616.987,600.314,607.099,603.165
619.061,0,0.9659258262890683,0.25881904510252074,239105.0,38356.0,83704.0,40872.0,0.0,26.5,92.25,98.0,0,0.5,610.846,608.142,615.939,610.387
657.87,0,1.0,6.123233995736766e-17,239105.0,38356.0,83704.0,40872.0,0.0,26.475,92.5,98.0,0,0.4750000000000014,619.061,643.955,657.851,646.331
718.12,0,0.9659258262890683,-0.25881904510252063,239105.0,38356.0,83704.0,40872.0,0.0,27.0,91.5,98.0,0,1.0,657.87,705.354,719.485,703.852
802.416,0,0.8660254037844387,-0.4999999999999998,239105.0,38356.0,83704.0,40872.0,0.0,28.525,85.0,97.0,0,2.5249999999999986,718.12,798.097,807.548,779.973
874.73,0,0.7071067811865476,-0.7071067811865475,239105.0,38356.0,83704.0,40872.0,0.0,29.45,79.0,84.0,0,3.4499999999999997,802.416,843.38,880.362,837.921
904.638,0,0.49999999999999994,-0.8660254037844387,239105.0,38356.0,83704.0,40872.0,0.0,30.1,77.75,83.0,0,4.100000000000001,874.73,849.529,894.119,854.987
918.405,0,0.258819045102521,-0.9659258262890682,239105.0,38356.0,83704.0,40872.0,0.0,29.8,78.75,86.0,0,3.8000000000000007,904.638,885.468,903.045,847.778
911.947,0,1.2246467991473532e-16,-1.0,239105.0,38356.0,83704.0,40872.0,0.0,29.85,77.25,83.0,0,3.8500000000000014,918.405,890.984,916.882,835.674
932.952,0,-0.2588190451025208,-0.9659258262890683,239105.0,38356.0,83704.0,40872.0,0.0,30.35,79.5,84.0,0,4.350000000000001,911.947,885.582,936.687,857.316
937.008,0,-0.4999999999999997,-0.8660254037844388,239105.0,38356.0,83704.0,40872.0,0.0,30.25,77.5,82.0,0,4.25,932.952,909.505,929.663,872.517
930.463,0,-0.7071067811865471,-0.7071067811865479,239105.0,38356.0,83704.0,40872.0,0.0,30.425,75.5,84.0,0,4.425000000000001,937.008,888.042,904.689,865.47
960.338,0,-0.8660254037844384,-0.5000000000000004,239105.0,38356.0,83704.0,40872.0,0.0,30.275,74.25,81.0,0,4.274999999999999,930.463,891.552,899.298,883.366
996.746,0,-0.9659258262890683,-0.25881904510252063,239105.0,38356.0,83704.0,40872.0,0.0,30.0,77.25,85.0,0,4.0,960.338,909.162,902.944,884.778
1006.08,0,-1.0,-1.8369701987210297e-16,239105.0,38356.0,83704.0,40872.0,0.0,29.3,79.5,83.0,0,3.3000000000000007,996.746,923.601,907.536,892.966
1010.906,0,-0.9659258262890684,0.2588190451025203,239105.0,38356.0,83704.0,40872.0,0.0,27.8,87.25,96.0,0,1.8000000000000007,1006.08,931.516,917.123,903.785
991.75,0,-0.8660254037844386,0.5000000000000001,239105.0,38356.0,83704.0,40872.0,0.0,27.4,87.75,94.0,0,1.3999999999999986,1010.906,924.198,900.581,894.467
940.533,0,-0.7071067811865477,0.7071067811865474,239105.0,38356.0,83704.0,40872.0,0.0,27.225,89.25,94.0,0,1.2250000000000014,991.75,879.867,852.61,853.933
876.455,0,-0.5000000000000004,0.8660254037844384,239105.0,38356.0,83704.0,40872.0,0.0,27.325,89.25,97.0,0,1.3249999999999993,940.533,828.513,807.122,810.78
809.968,0,-0.25881904510252157,0.9659258262890681,239105.0,38356.0,83704.0,40872.0,0.0,26.125,89.75,94.0,0,0.125,876.455,779.891,757.349,763.933
739.711,0,0.0,1.0,114999.0,12170.0,98716.0,42865.0,0.0,26.125,91.25,97.0,0,0.125,809.968,719.359,697.611,700.956
688.929,0,0.25881904510252074,0.9659258262890683,114999.0,12170.0,98716.0,42865.0,0.0,26.375,92.25,98.0,0,0.375,739.711,668.977,651.92,658.998
656.81,0,0.49999999999999994,0.8660254037844387,114999.0,12170.0,98716.0,42865.0,0.0,26.6,92.25,98.0,0,0.6000000000000014,688.929,638.964,622.37,625.854
637.406,0,0.7071067811865475,0.7071067811865476,114999.0,12170.0,98716.0,42865.0,0.0,26.6,93.5,98.0,0,0.6000000000000014,656.81,616.987,605.783,605.083
630.081,0,0.8660254037844386,0.5000000000000001,114999.0,12170.0,98716.0,42865.0,0.0,26.6,94.25,97.0,0,0.6000000000000014,637.406,610.846,600.314,598.217
635.793,0,0.9659258262890683,0.25881904510252074,114999.0,12170.0,98716.0,42865.0,0.0,26.575,93.75,97.0,0,0.5749999999999993,630.081,619.061,608.142,609.881
674.697,0,1.0,6.123233995736766e-17,114999.0,12170.0,98716.0,42865.0,0.0,26.55,92.5,97.0,0,0.5500000000000007,635.793,657.87,643.955,649.971
735.286,0,0.9659258262890683,-0.25881904510252063,114999.0,12170.0,98716.0,42865.0,0.0,27.0,91.25,97.0,0,1.0,674.697,718.12,705.354,713.01
819.126,0,0.8660254037844387,-0.4999999999999998,114999.0,12170.0,98716.0,42865.0,0.0,28.575,85.5,92.0,0,2.5749999999999997,735.286,802.416,798.097,785.37
886.614,0,0.7071067811865476,-0.7071067811865475,114999.0,12170.0,98716.0,42865.0,0.0,29.675,79.5,85.0,0,3.6750000000000007,819.126,874.73,843.38,849.72
924.925,0,0.49999999999999994,-0.8660254037844387,114999.0,12170.0,98716.0,42865.0,0.0,30.55,75.0,82.0,0,4.550000000000001,886.614,904.638,849.529,886.031
938.613,0,0.258819045102521,-0.9659258262890682,114999.0,12170.0,98716.0,42865.0,0.0,30.575,74.5,84.0,0,4.574999999999999,924.925,918.405,885.468,889.843
926.559,0,1.2246467991473532e-16,-1.0,114999.0,12170.0,98716.0,42865.0,0.0,31.1,74.25,80.0,0,5.100000000000001,938.613,911.947,890.984,875.192
956.409,0,-0.2588190451025208,-0.9659258262890683,114999.0,12170.0,98716.0,42865.0,0.0,31.25,71.25,79.0,0,5.25,926.559,932.952,885.582,886.702
988.58,0,-0.4999999999999997,-0.8660254037844388,114999.0,12170.0,98716.0,42865.0,0.0,31.125,72.0,79.0,0,5.125,956.409,937.008,909.505,901.812
978.588,0,-0.7071067811865471,-0.7071067811865479,114999.0,12170.0,98716.0,42865.0,0.0,30.35,74.0,80.0,0,4.350000000000001,988.58,930.463,888.042,883.203
996.111,0,-0.8660254037844384,-0.5000000000000004,114999.0,12170.0,98716.0,42865.0,0.0,30.625,72.75,80.0,0,4.625,978.588,960.338,891.552,881.056
1023.314,0,-0.9659258262890683,-0.25881904510252063,114999.0,12170.0,98716.0,42865.0,0.0,30.2,73.25,80.0,0,4.199999999999999,996.111,996.746,909.162,894.469
1022.796,0,-1.0,-1.8369701987210297e-16,114999.0,12170.0,98716.0,42865.0,0.0,29.475,76.5,85.0,0,3.4750000000000014,1023.314,1006.08,923.601,899.026
1026.984,0,-0.9659258262890684,0.2588190451025203,114999.0,12170.0,98716.0,42865.0,0.0,28.725,80.0,87.0,0,2.7250000000000014,1022.796,1010.906,931.516,909.936
1006.31,0,-0.8660254037844386,0.5000000000000001,114999.0,12170.0,98716.0,42865.0,0.0,28.25,82.75,90.0,0,2.25,1026.984,991.75,924.198,897.075
953.066,0,-0.7071067811865477,0.7071067811865474,114999.0,12170.0,98716.0,42865.0,0.0,27.95,84.75,92.0,0,1.9499999999999995,1006.31,940.533,879.867,853.543
894.972,0,-0.5000000000000004,0.8660254037844384,114999.0,12170.0,98716.0,42865.0,0.0,27.7,85.25,92.0,0,1.6999999999999993,953.066,876.455,828.513,809.059
841.857,0,-0.25881904510252157,0.9659258262890681,114999.0,12170.0,98716.0,42865.0,0.0,27.725,87.25,92.0,0,1.7250000000000014,894.972,809.968,779.891,760.88
767.861,0,0.0,1.0,223258.0,18263.0,102954.0,43477.0,0.0,27.65,86.25,93.0,0,1.6499999999999986,841.857,739.711,719.359,701.408
714.347,0,0.25881904510252074,0.9659258262890683,223258.0,18263.0,102954.0,43477.0,0.0,27.65,86.5,93.0,0,1.6499999999999986,767.861,688.929,668.977,653.66
676.495,0,0.49999999999999994,0.8660254037844387,223258.0,18263.0,102954.0,43477.0,0.0,27.625,86.75,94.0,0,1.625,714.347,656.81,638.964,620.504
655.195,0,0.7071067811865475,0.7071067811865476,223258.0,18263.0,102954.0,43477.0,0.0,27.6,86.25,94.0,0,1.6000000000000014,676.495,637.406,616.987,603.248
645.792,0,0.8660254037844386,0.5000000000000001,223258.0,18263.0,102954.0,43477.0,0.0,27.425,87.5,95.0,0,1.4250000000000007,655.195,630.081,610.846,597.12
653.402,0,0.9659258262890683,0.25881904510252074,223258.0,18263.0,102954.0,43477.0,0.0,27.05,89.25,94.0,0,1.0500000000000007,645.792,635.793,619.061,603.979
684.752,0,1.0,6.123233995736766e-17,223258.0,18263.0,102954.0,43477.0,0.0,27.15,88.75,95.0,0,1.1499999999999986,653.402,674.697,657.87,635.288
748.047,0,0.9659258262890683,-0.25881904510252063,223258.0,18263.0,102954.0,43477.0,0.0,27.425,87.5,93.0,0,1.4250000000000007,684.752,735.286,718.12,693.152
841.814,0,0.8660254037844387,-0.4999999999999998,223258.0,18263.0,102954.0,43477.0,0.0,28.1,82.75,88.0,0,2.1000000000000014,748.047,819.126,802.416,768.97
910.138,0,0.7071067811865476,-0.7071067811865475,223258.0,18263.0,102954.0,43477.0,0.0,28.8,82.75,94.0,0,2.8000000000000007,841.814,886.614,874.73,802.72
960.444,0,0.49999999999999994,-0.8660254037844387,223258.0,18263.0,102954.0,43477.0,0.0,29.525,80.5,91.0,0,3.5249999999999986,910.138,924.925,904.638,842.065
973.187,0,0.258819045102521,-0.9659258262890682,223258.0,18263.0,102954.0,43477.0,0.0,29.85,79.25,85.0,0,3.8500000000000014,960.444,938.613,918.405,887.617
981.155,0,1.2246467991473532e-16,-1.0,223258.0,18263.0,102954.0,43477.0,0.0,29.725,77.0,86.0,0,3.7250000000000014,973.187,926.559,911.947,896.125
1005.622,0,-0.2588190451025208,-0.9659258262890683,223258.0,18263.0,102954.0,43477.0,0.0,28.925,79.0,92.0,0,2.9250000000000007,981.155,956.409,932.952,911.233
996.113,0,-0.4999999999999997,-0.8660254037844388,223258.0,18263.0,102954.0,43477.0,0.0,28.2,83.0,97.0,0,2.1999999999999997,1005.622,988.58,937.008,881.554
962.272,0,-0.7071067811865471,-0.7071067811865479,223258.0,18263.0,102954.0,43477.0,0.0,25.95,89.5,98.0,0,0.0,996.113,978.588,930.463,882.279
938.937,0,-0.8660254037844384,-0.5000000000000004,223258.0,18263.0,102954.0,43477.0,0.0,25.8,90.5,98.0,0,0.0,962.272,996.111,960.338,882.405
947.75,0,-0.9659258262890683,-0.25881904510252063,223258.0,18263.0,102954.0,43477.0,0.0,26.575,86.25,97.0,0,0.5749999999999993,938.937,1023.314,996.746,894.906
950.608,0,-1.0,-1.8369701987210297e-16,223258.0,18263.0,102954.0,43477.0,0.0,26.95,83.5,94.0,0,0.9499999999999992,947.75,1022.796,1006.08,900.204
964.506,0,-0.9659258262890684,0.2588190451025203,223258.0,18263.0,102954.0,43477.0,0.0,27.05,84.5,93.0,0,1.0500000000000007,950.608,1026.984,1010.906,911.723
951.021,0,-0.8660254037844386,0.5000000000000001,223258.0,18263.0,102954.0,43477.0,0.0,26.725,87.75,93.0,0,0.7250000000000014,964.506,1006.31,991.75,904.159
908.216,0,-0.7071067811865477,0.7071067811865474,223258.0,18263.0,102954.0,43477.0,0.0,26.6,89.25,96.0,0,0.6000000000000014,951.021,953.066,940.533,865.715
859.949,0,-0.5000000000000004,0.8660254037844384,223258.0,18263.0,102954.0,43477.0,0.0,26.6,90.0,96.0,0,0.6000000000000014,908.216,894.972,876.455,818.866
810.048,0,-0.25881904510252157,0.9659258262890681,223258.0,18263.0,102954.0,43477.0,0.0,26.7,90.5,97.0,0,0.6999999999999993,859.949,841.857,809.968,778.359
746.935,1,0.0,1.0,190247.0,14782.0,123612.0,50652.0,0.0,26.8,90.75,97.0,1,0.8000000000000007,810.048,767.861,739.711,715.916
698.9,1,0.25881904510252074,0.9659258262890683,190247.0,14782.0,123612.0,50652.0,0.0,26.825,90.25,97.0,1,0.8249999999999993,746.935,714.347,688.929,671.39
664.166,1,0.49999999999999994,0.8660254037844387,190247.0,14782.0,123612.0,50652.0,0.0,26.9,90.0,97.0,1,0.8999999999999986,698.9,676.495,656.81,642.019
642.565,1,0.7071067811865475,0.7071067811865476,190247.0,14782.0,123612.0,50652.0,0.0,27.025,90.5,97.0,1,1.0249999999999986,664.166,655.195,637.406,615.795
633.447,1,0.8660254037844386,0.5000000000000001,190247.0,14782.0,123612.0,50652.0,0.0,27.125,88.5,97.0,1,1.125,642.565,645.792,630.081,607.638
639.233,1,0.9659258262890683,0.25881904510252074,190247.0,14782.0,123612.0,50652.0,0.0,27.05,86.75,97.0,1,1.0500000000000007,633.447,653.402,635.793,613.525
664.679,1,1.0,6.123233995736766e-17,190247.0,14782.0,123612.0,50652.0,0.0,27.05,86.75,96.0,1,1.0500000000000007,639.233,684.752,674.697,627.286
700.357,1,0.9659258262890683,-0.25881904510252063,190247.0,14782.0,123612.0,50652.0,0.0,27.3,86.75,94.0,1,1.3000000000000007,664.679,748.047,735.286,662.599
763.126,1,0.8660254037844387,-0.4999999999999998,190247.0,14782.0,123612.0,50652.0,0.0,28.05,84.0,91.0,1,2.0500000000000007,700.357,841.814,819.126,724.574
818.314,1,0.7071067811865476,-0.7071067811865475,190247.0,14782.0,123612.0,50652.0,0.0,28.75,80.25,88.0,1,2.75,763.126,910.138,886.614,773.033
857.488,1,0.49999999999999994,-0.8660254037844387,190247.0,14782.0,123612.0,50652.0,0.0,29.35,78.0,87.0,1,3.3500000000000014,818.314,960.444,924.925,800.615
874.579,1,0.258819045102521,-0.9659258262890682,190247.0,14782.0,123612.0,50652.0,0.0,30.025,74.0,84.0,1,4.024999999999999,857.488,973.187,938.613,820.516
858.695,1,1.2246467991473532e-16,-1.0,190247.0,14782.0,123612.0,50652.0,0.0,30.425,72.75,81.0,1,4.425000000000001,874.579,981.155,926.559,824.68
873.801,1,-0.2588190451025208,-0.9659258262890683,190247.0,14782.0,123612.0,50652.0,0.0,31.15,69.75,79.0,1,5.149999999999999,858.695,1005.622,956.409,834.672
872.476,1,-0.4999999999999997,-0.8660254037844388,190247.0,14782.0,123612.0,50652.0,0.0,31.175,70.5,79.0,1,5.175000000000001,873.801,996.113,988.58,845.245
884.432,1,-0.7071067811865471,-0.7071067811865479,190247.0,14782.0,123612.0,50652.0,0.0,31.15,69.5,79.0,1,5.149999999999999,872.476,962.272,978.588,830.678
913.59,1,-0.8660254037844384,-0.5000000000000004,190247.0,14782.0,123612.0,50652.0,0.0,31.2,67.25,79.0,1,5.199999999999999,884.432,938.937,996.111,832.827
962.207,1,-0.9659258262890683,-0.25881904510252063,190247.0,14782.0,123612.0,50652.0,0.0,30.925,68.75,79.0,1,4.925000000000001,913.59,947.75,1023.314,860.853
987.226,1,-1.0,-1.8369701987210297e-16,190247.0,14782.0,123612.0,50652.0,0.0,30.4,70.75,80.0,1,4.399999999999999,962.207,950.608,1022.796,884.885
987.84,1,-0.9659258262890684,0.2588190451025203,190247.0,14782.0,123612.0,50652.0,0.0,29.125,77.0,84.0,1,3.125,987.226,964.506,1026.984,893.475
970.962,1,-0.8660254037844386,0.5000000000000001,190247.0,14782.0,123612.0,50652.0,0.0,28.25,79.5,88.0,1,2.25,987.84,951.021,1006.31,886.061
926.548,1,-0.7071067811865477,0.7071067811865474,190247.0,14782.0,123612.0,50652.0,0.0,27.7,81.75,90.0,1,1.6999999999999993,970.962,908.216,953.066,848.37
868.904,1,-0.5000000000000004,0.8660254037844384,190247.0,14782.0,123612.0,50652.0,0.0,27.35,83.0,91.0,1,1.3500000000000014,926.548,859.949,894.972,810.41
812.584,1,-0.25881904510252157,0.9659258262890681,190247.0,14782.0,123612.0,50652.0,0.0,27.15,82.25,91.0,1,1.1499999999999986,868.904,810.048,841.857,770.02
745.548,1,0.0,1.0,139834.0,13347.0,110439.0,45480.0,0.0,26.9,84.0,92.0,0,0.8999999999999986,812.584,746.935,767.861,713.637
693.192,1,0.25881904510252074,0.9659258262890683,139834.0,13347.0,110439.0,45480.0,0.0,26.825,83.5,92.0,0,0.8249999999999993,745.548,698.9,714.347,667.743
655.735,1,0.49999999999999994,0.8660254037844387,139834.0,13347.0,110439.0,45480.0,0.0,26.825,82.75,93.0,0,0.8249999999999993,693.192,664.166,676.495,638.406
632.233,1,0.7071067811865475,0.7071067811865476,139834.0,13347.0,110439.0,45480.0,0.0,26.575,82.5,91.0,0,0.5749999999999993,655.735,642.565,655.195,619.432
623.414,1,0.8660254037844386,0.5000000000000001,139834.0,13347.0,110439.0,45480.0,0.0,26.1,83.0,90.0,0,0.1000000000000014,632.233,633.447,645.792,611.861
628.887,1,0.9659258262890683,0.25881904510252074,139834.0,13347.0,110439.0,45480.0,0.0,25.9,83.5,91.0,0,0.0,623.414,639.233,653.402,617.264
651.405,1,1.0,6.123233995736766e-17,139834.0,13347.0,110439.0,45480.0,0.0,26.125,84.75,93.0,0,0.125,628.887,664.679,684.752,635.557
682.775,1,0.9659258262890683,-0.25881904510252063,139834.0,13347.0,110439.0,45480.0,0.0,26.8,83.75,91.0,0,0.8000000000000007,651.405,700.357,748.047,671.541
724.147,1,0.8660254037844387,-0.4999999999999998,139834.0,13347.0,110439.0,45480.0,0.0,28.725,77.75,83.0,0,2.7250000000000014,682.775,763.126,841.814,712.081
